source_code,concept_name,concept_code,concept_id
aunit,allergenic unit,{AU},45744811
a units,allergenic unit,{AU},45744811
ao,Angstrom,Ang,9452
{angstrom},Angstrom,Ang,9452
angstrom,Angstrom,Ang,9452
{aps'u},anti-phosphatidylserine IgA concentration (APS) unit,[APS'U],8542
aps iga,anti-phosphatidylserine IgA concentration (APS) unit,[APS'U],8542
aps iga units,anti-phosphatidylserine IgA concentration (APS) unit,[APS'U],8542
aps iga aps iga lb,anti-phosphatidylserine IgA concentration (APS) unit,[APS'U],8542
aps,anti-phosphatidylserine IgA concentration (APS) unit,[APS'U],8542
apsiga,anti-phosphatidylserine IgA concentration (APS) unit,[APS'U],8542
aps u/ml,anti-phosphatidylserine IgA concentration (APS) unit per milliter,[APS'U]/mL,8823
gps igg gps igg lb,anti-phosphatidylserine IgG concentration (GPS) unit,[GPS'U],8487
gps igg units,anti-phosphatidylserine IgG concentration (GPS) unit,[GPS'U],8487
gpsigg,anti-phosphatidylserine IgG concentration (GPS) unit,[GPS'U],8487
gps igg,anti-phosphatidylserine IgG concentration (GPS) unit,[GPS'U],8487
gps,anti-phosphatidylserine IgG concentration (GPS) unit,[GPS'U],8487
{gps'u},anti-phosphatidylserine IgG concentration (GPS) unit,[GPS'U],8487
{gps},anti-phosphatidylserine IgG concentration (GPS) unit,[GPS'U],8487
gps u/ml,anti-phosphatidylserine IgG concentration (GPS) unit per milliliter,[GPS'U]/mL,8831
{mps'u},anti-phosphatidylserine IgM concentration (MPS) unit,[MPS'U],8495
mps igm mps igm lb,anti-phosphatidylserine IgM concentration (MPS) unit,[MPS'U],8495
mps igm,anti-phosphatidylserine IgM concentration (MPS) unit,[MPS'U],8495
{mps},anti-phosphatidylserine IgM concentration (MPS) unit,[MPS'U],8495
mps,anti-phosphatidylserine IgM concentration (MPS) unit,[MPS'U],8495
mpsigm,anti-phosphatidylserine IgM concentration (MPS) unit,[MPS'U],8495
mps u/ml,anti-phosphatidylserine IgM concentration (MPS) unit per milliliter,[MPS'U]/mL,8836
cae units,arbitrary unit,[arb'U],9260
au,arbitrary unit,[arb'U],9260
[arb'u],arbitrary unit,[arb'U],9260
ru,arbitrary unit,[arb'U],9260
arunit,arbitrary unit,[arb'U],9260
48,arbitrary unit,[arb'U],9260
[arbu],arbitrary unit,[arb'U],9260
(arb'u),arbitrary unit,[arb'U],9260
apl,arbitrary unit,[arb'U],9260
lu30,arbitrary unit,[arb'U],9260
sau,arbitrary unit,[arb'U],9260
346,arbitrary unit,[arb'U],9260
arbitrary units,arbitrary unit,[arb'U],9260
[arb'u]/l,arbitrary unit per liter,[arb'U]/L,44777561
au / ml,arbitrary unit per liter,[arb'U]/L,44777561
[arbu]/l,arbitrary unit per liter,[arb'U]/L,44777561
[arbu]/ml,arbitrary unit per milliliter,[arb'U]/mL,8980
[arb'u]/ml,arbitrary unit per milliliter,[arb'U]/mL,8980
ru/ml,arbitrary unit per milliliter,[arb'U]/mL,8980
m units,arbitrary unit per milliliter,[arb'U]/mL,8980
cae,arbitrary unit per milliliter,[arb'U]/mL,8980
882,arbitrary unit per milliliter,[arb'U]/mL,8980
{cta'u}/ml,arbitrary unit per milliliter,[arb'U]/mL,8980
au/ml,arbitrary unit per milliliter,[arb'U]/mL,8980
a unit/ml,arbitrary unit per milliliter,[arb'U]/mL,8980
aunits/ml,arbitrary unit per milliliter,[arb'U]/mL,8980
{ru/ml},arbitrary unit per milliliter,[arb'U]/mL,8980
aau/ml,arbitrary unit per milliliter,[arb'U]/mL,8980
10272,attogram per cell,ag/{cell},32695
{ai},avidity index,{ai},8478
ai,avidity index,{ai},8478
1397,avidity index,{ai},8478
937,avidity index,{ai},8478
baseline,baseline,{baseline},8568
uv,bel microvolt,B[uV],9461
mv,bel millivolt,B[mV],9459
{sau},beta-2 GPI IgA Ab unit,[GPI'IgA'U],8609
sau,beta-2 GPI IgA Ab unit,[GPI'IgA'U],8609
gpi iga units,beta-2 GPI IgA Ab unit,[GPI'IgA'U],8609
{a_units},beta-2 GPI IgA Ab unit,[GPI'IgA'U],8609
gpi iga un,beta-2 GPI IgA Ab unit,[GPI'IgA'U],8609
gpi igg units,beta-2 GPI IgG Ab unit,[GPI'IgG'U],8610
{sgu},beta-2 GPI IgG Ab unit,[GPI'IgG'U],8610
gpi igg un,beta-2 GPI IgG Ab unit,[GPI'IgG'U],8610
{smu},beta-2 GPI IgG Ab unit,[GPI'IgG'U],8610
gu,beta-2 GPI IgG Ab unit,[GPI'IgG'U],8610
{g_units},beta-2 GPI IgG Ab unit,[GPI'IgG'U],8610
15973,beta-2 GPI IgG Ab unit,[GPI'IgG'U],8610
sgu,beta-2 GPI IgG Ab unit,[GPI'IgG'U],8610
17368,beta-2 GPI IgG Ab unit,[GPI'IgG'U],8610
smu,beta-2 GPI IgG Ab unit,[GPI'IgG'U],8610
{m_units},beta-2 GPI IgM Ab unit,[GPI'IgM'U],8611
gpi igm units,beta-2 GPI IgM Ab unit,[GPI'IgM'U],8611
smu,beta-2 GPI IgM Ab unit,[GPI'IgM'U],8611
gpi igm un,beta-2 GPI IgM Ab unit,[GPI'IgM'U],8611
mu,beta-2 GPI IgM Ab unit,[GPI'IgM'U],8611
igm units,beta-2 GPI IgM Ab unit,[GPI'IgM'U],8611
bethesda units,Bethesda unit,[beth'U],9161
[beth'u],Bethesda unit,[beth'U],9161
bethesda unit,Bethesda unit,[beth'U],9161
3790,Bethesda unit,[beth'U],9161
14084,Bethesda unit,[beth'U],9161
bu,Bethesda unit,[beth'U],9161
bethesda,Bethesda unit,[beth'U],9161
1767,Bethesda unit,[beth'U],9161
bethesda units/ml,Bethesda unit per milliliter,[beth'U]/mL,44777562
*10^9/cumm,billion,10*9,44777660
10^9,billion,10*9,44777660
821,billion,10*9,44777660
x109,billion,10*9,44777660
5,billion,10*9,44777660
1640,billion,10*9,44777660
x10e+09/,billion,10*9,44777660
14954,billion per liter,10*9/L,9444
2586,billion per liter,10*9/L,9444
13979,billion per liter,10*9/L,9444
10\s\9/l,billion per liter,10*9/L,9444
15034,billion per liter,10*9/L,9444
13967,billion per liter,10*9/L,9444
13598,billion per liter,10*9/L,9444
15014,billion per liter,10*9/L,9444
14971,billion per liter,10*9/L,9444
14832,billion per liter,10*9/L,9444
13992,billion per liter,10*9/L,9444
14898,billion per liter,10*9/L,9444
{10e9/l},billion per liter,10*9/L,9444
15376,billion per liter,10*9/L,9444
x10\s\9/l,billion per liter,10*9/L,9444
14827,billion per liter,10*9/L,9444
15070,billion per liter,10*9/L,9444
15081,billion per liter,10*9/L,9444
14945,billion per liter,10*9/L,9444
bill/l,billion per liter,10*9/L,9444
6229,billion per liter,10*9/L,9444
14970,billion per liter,10*9/L,9444
15123,billion per liter,10*9/L,9444
10^9/l,billion per liter,10*9/L,9444
14841,billion per liter,10*9/L,9444
18949,billion per liter,10*9/L,9444
9837,billion per liter,10*9/L,9444
15094,billion per liter,10*9/L,9444
14974,billion per liter,10*9/L,9444
4129,billion per liter,10*9/L,9444
14982,billion per liter,10*9/L,9444
14920,billion per liter,10*9/L,9444
{x10e9/l},billion per liter,10*9/L,9444
x10exp9/l,billion per liter,10*9/L,9444
*10^9/l,billion per liter,10*9/L,9444
14826,billion per liter,10*9/L,9444
6219,billion per liter,10*9/L,9444
20154,billion per liter,10*9/L,9444
13985,billion per liter,10*9/L,9444
11217,billion per liter,10*9/L,9444
10 ^9/l,billion per liter,10*9/L,9444
12151,billion per liter,10*9/L,9444
585,billion per liter,10*9/L,9444
14824,billion per liter,10*9/L,9444
13997,billion per liter,10*9/L,9444
14873,billion per liter,10*9/L,9444
13968,billion per liter,10*9/L,9444
14986,billion per liter,10*9/L,9444
6698,billion per liter,10*9/L,9444
6670,billion per liter,10*9/L,9444
14993,billion per liter,10*9/L,9444
14848,billion per liter,10*9/L,9444
14897,billion per liter,10*9/L,9444
3100,billion per liter,10*9/L,9444
15000,billion per liter,10*9/L,9444
17635,billion per liter,10*9/L,9444
2597,billion per liter,10*9/L,9444
14918,billion per liter,10*9/L,9444
14997,billion per liter,10*9/L,9444
14975,billion per liter,10*9/L,9444
15065,billion per liter,10*9/L,9444
15082,billion per liter,10*9/L,9444
15072,billion per liter,10*9/L,9444
14834,billion per liter,10*9/L,9444
15033,billion per liter,10*9/L,9444
10641,billion per liter,10*9/L,9444
15097,billion per liter,10*9/L,9444
15105,billion per liter,10*9/L,9444
6676,billion per liter,10*9/L,9444
14886,billion per liter,10*9/L,9444
14978,billion per liter,10*9/L,9444
4718,billion per liter,10*9/L,9444
14053,billion per liter,10*9/L,9444
2583,billion per liter,10*9/L,9444
15099,billion per liter,10*9/L,9444
7943,billion per liter,10*9/L,9444
8870,billion per liter,10*9/L,9444
6668,billion per liter,10*9/L,9444
20282,billion per liter,10*9/L,9444
7320,billion per liter,10*9/L,9444
13975,billion per liter,10*9/L,9444
4729,billion per liter,10*9/L,9444
7746,billion per liter,10*9/L,9444
15039,billion per liter,10*9/L,9444
x10^9/l,billion per liter,10*9/L,9444
15036,billion per liter,10*9/L,9444
15106,billion per liter,10*9/L,9444
19191,billion per liter,10*9/L,9444
13989,billion per liter,10*9/L,9444
7946,billion per liter,10*9/L,9444
15028,billion per liter,10*9/L,9444
7782,billion per liter,10*9/L,9444
17363,billion per liter,10*9/L,9444
4132,billion per liter,10*9/L,9444
15120,billion per liter,10*9/L,9444
14944,billion per liter,10*9/L,9444
14981,billion per liter,10*9/L,9444
14998,billion per liter,10*9/L,9444
305,billion per liter,10*9/L,9444
20684,billion per liter,10*9/L,9444
10*9/l,billion per liter,10*9/L,9444
14936,billion per liter,10*9/L,9444
7941,billion per liter,10*9/L,9444
15095,billion per liter,10*9/L,9444
x10(9)/l,billion per liter,10*9/L,9444
14935,billion per liter,10*9/L,9444
14212,billion per liter,10*9/L,9444
14903,billion per liter,10*9/L,9444
15111,billion per liter,10*9/L,9444
15074,billion per liter,10*9/L,9444
6679,billion per liter,10*9/L,9444
15059,billion per liter,10*9/L,9444
14893,billion per liter,10*9/L,9444
15114,billion per liter,10*9/L,9444
{x10(9)/l},billion per liter,10*9/L,9444
15064,billion per liter,10*9/L,9444
14833,billion per liter,10*9/L,9444
7944,billion per liter,10*9/L,9444
14862,billion per liter,10*9/L,9444
14879,billion per liter,10*9/L,9444
20845,billion per liter,10*9/L,9444
15249,billion per liter,10*9/L,9444
14214,billion per liter,10*9/L,9444
15088,billion per liter,10*9/L,9444
14845,billion per liter,10*9/L,9444
14938,billion per liter,10*9/L,9444
15012,billion per liter,10*9/L,9444
10e9/l,billion per liter,10*9/L,9444
14990,billion per liter,10*9/L,9444
15984,billion per liter,10*9/L,9444
14892,billion per liter,10*9/L,9444
14948,billion per liter,10*9/L,9444
14837,billion per liter,10*9/L,9444
14896,billion per liter,10*9/L,9444
14939,billion per liter,10*9/L,9444
14883,billion per liter,10*9/L,9444
18190,billion per liter,10*9/L,9444
14877,billion per liter,10*9/L,9444
15080,billion per liter,10*9/L,9444
15117,billion per liter,10*9/L,9444
15062,billion per liter,10*9/L,9444
15052,billion per liter,10*9/L,9444
14980,billion per liter,10*9/L,9444
15124,billion per liter,10*9/L,9444
x10-9/l,billion per liter,10*9/L,9444
1194,billion per liter,10*9/L,9444
14973,billion per liter,10*9/L,9444
14876,billion per liter,10*9/L,9444
14828,billion per liter,10*9/L,9444
14871,billion per liter,10*9/L,9444
15010,billion per liter,10*9/L,9444
14926,billion per liter,10*9/L,9444
1113,billion per liter,10*9/L,9444
17422,billion per liter,10*9/L,9444
10/9l,billion per liter,10*9/L,9444
14928,billion per liter,10*9/L,9444
14951,billion per liter,10*9/L,9444
13984,billion per liter,10*9/L,9444
14905,billion per liter,10*9/L,9444
14911,billion per liter,10*9/L,9444
14859,billion per liter,10*9/L,9444
16577,billion per liter,10*9/L,9444
14054,billion per liter,10*9/L,9444
15049,billion per liter,10*9/L,9444
14849,billion per liter,10*9/L,9444
6702,billion per liter,10*9/L,9444
15007,billion per liter,10*9/L,9444
6693,billion per liter,10*9/L,9444
6686,billion per liter,10*9/L,9444
15089,billion per liter,10*9/L,9444
884,billion per liter,10*9/L,9444
15085,billion per liter,10*9/L,9444
19192,billion per liter,10*9/L,9444
14964,billion per liter,10*9/L,9444
x10 ^9/l,billion per liter,10*9/L,9444
14902,billion per liter,10*9/L,9444
6685,billion per liter,10*9/L,9444
6227,billion per liter,10*9/L,9444
2580,billion per liter,10*9/L,9444
15108,billion per liter,10*9/L,9444
6700,billion per liter,10*9/L,9444
15121,billion per liter,10*9/L,9444
15038,billion per liter,10*9/L,9444
14940,billion per liter,10*9/L,9444
15015,billion per liter,10*9/L,9444
6678,billion per liter,10*9/L,9444
15078,billion per liter,10*9/L,9444
14929,billion per liter,10*9/L,9444
1103,billion per liter,10*9/L,9444
6682,billion per liter,10*9/L,9444
6703,billion per liter,10*9/L,9444
6216,billion per liter,10*9/L,9444
3769,billion per liter,10*9/L,9444
14917,billion per liter,10*9/L,9444
15018,billion per liter,10*9/L,9444
14213,billion per liter,10*9/L,9444
82,billion per liter,10*9/L,9444
14952,billion per liter,10*9/L,9444
15079,billion per liter,10*9/L,9444
14961,billion per liter,10*9/L,9444
15107,billion per liter,10*9/L,9444
12149,billion per liter,10*9/L,9444
4734,billion per liter,10*9/L,9444
15248,billion per liter,10*9/L,9444
20801,billion per liter,10*9/L,9444
15043,billion per liter,10*9/L,9444
1581,billion per liter,10*9/L,9444
13262,billion per liter,10*9/L,9444
14956,billion per liter,10*9/L,9444
15008,billion per liter,10*9/L,9444
15048,billion per liter,10*9/L,9444
76,billion per liter,10*9/L,9444
2498,billion per liter,10*9/L,9444
13991,billion per liter,10*9/L,9444
19095,billion per liter,10*9/L,9444
bil/l,billion per liter,10*9/L,9444
14950,billion per liter,10*9/L,9444
14659,billion per liter,10*9/L,9444
15003,billion per liter,10*9/L,9444
14836,billion per liter,10*9/L,9444
6489,billion per liter,10*9/L,9444
15073,billion per liter,10*9/L,9444
9836,billion per liter,10*9/L,9444
15030,billion per liter,10*9/L,9444
x10e9/l,billion per liter,10*9/L,9444
15025,billion per liter,10*9/L,9444
4722,billion per liter,10*9/L,9444
14885,billion per liter,10*9/L,9444
20155,billion per liter,10*9/L,9444
6694,billion per liter,10*9/L,9444
15086,billion per liter,10*9/L,9444
15110,billion per liter,10*9/L,9444
14967,billion per liter,10*9/L,9444
14933,billion per liter,10*9/L,9444
14934,billion per liter,10*9/L,9444
15100,billion per liter,10*9/L,9444
x 10^9/l,billion per liter,10*9/L,9444
14579,billion per liter,10*9/L,9444
14962,billion per liter,10*9/L,9444
2588,billion per liter,10*9/L,9444
14829,billion per liter,10*9/L,9444
15041,billion per liter,10*9/L,9444
{x10e+09/l},billion per liter,10*9/L,9444
3741,billion per liter,10*9/L,9444
3763,billion per liter,10*9/L,9444
14867,billion per liter,10*9/L,9444
77,billion per liter,10*9/L,9444
1201,billion per liter,10*9/L,9444
x10 9/l,billion per liter,10*9/L,9444
x10(9/l,billion per liter,10*9/L,9444
14984,billion per liter,10*9/L,9444
14884,billion per liter,10*9/L,9444
15013,billion per liter,10*9/L,9444
13972,billion per liter,10*9/L,9444
15084,billion per liter,10*9/L,9444
10645,billion per liter,10*9/L,9444
15115,billion per liter,10*9/L,9444
13994,billion per liter,10*9/L,9444
431,billion per liter,10*9/L,9444
15002,billion per liter,10*9/L,9444
6214,billion per liter,10*9/L,9444
15022,billion per liter,10*9/L,9444
14855,billion per liter,10*9/L,9444
15093,billion per liter,10*9/L,9444
15103,billion per liter,10*9/L,9444
14842,billion per liter,10*9/L,9444
15023,billion per liter,10*9/L,9444
15067,billion per liter,10*9/L,9444
14577,billion per liter,10*9/L,9444
14844,billion per liter,10*9/L,9444
1045,billion per liter,10*9/L,9444
15069,billion per liter,10*9/L,9444
4728,billion per liter,10*9/L,9444
20253,billion per liter,10*9/L,9444
1354,billion per liter,10*9/L,9444
15083,billion per liter,10*9/L,9444
11214,billion per liter,10*9/L,9444
14839,billion per liter,10*9/L,9444
15116,billion per liter,10*9/L,9444
bil.l,billion per liter,10*9/L,9444
14908,billion per liter,10*9/L,9444
14963,billion per liter,10*9/L,9444
14904,billion per liter,10*9/L,9444
15037,billion per liter,10*9/L,9444
3743,billion per liter,10*9/L,9444
15031,billion per liter,10*9/L,9444
14931,billion per liter,10*9/L,9444
e9/l,billion per liter,10*9/L,9444
14860,billion per liter,10*9/L,9444
1250,billion per liter,10*9/L,9444
14852,billion per liter,10*9/L,9444
20802,billion per liter,10*9/L,9444
6681,billion per liter,10*9/L,9444
14840,billion per liter,10*9/L,9444
14919,billion per liter,10*9/L,9444
4726,billion per liter,10*9/L,9444
15066,billion per liter,10*9/L,9444
14922,billion per liter,10*9/L,9444
15004,billion per liter,10*9/L,9444
15068,billion per liter,10*9/L,9444
14823,billion per liter,10*9/L,9444
15104,billion per liter,10*9/L,9444
6669,billion per liter,10*9/L,9444
303,billion per liter,10*9/L,9444
2742,billion per liter,10*9/L,9444
6707,billion per liter,10*9/L,9444
14889,billion per liter,10*9/L,9444
12201,billion per liter,10*9/L,9444
17364,billion per liter,10*9/L,9444
3293,billion per liter,10*9/L,9444
14910,billion per liter,10*9/L,9444
10/9 l,billion per liter,10*9/L,9444
6695,billion per liter,10*9/L,9444
1626,billion per liter,10*9/L,9444
13974,billion per liter,10*9/L,9444
14913,billion per liter,10*9/L,9444
14576,billion per liter,10*9/L,9444
13978,billion per liter,10*9/L,9444
15001,billion per liter,10*9/L,9444
14901,billion per liter,10*9/L,9444
14846,billion per liter,10*9/L,9444
14874,billion per liter,10*9/L,9444
6690,billion per liter,10*9/L,9444
14868,billion per liter,10*9/L,9444
14875,billion per liter,10*9/L,9444
15058,billion per liter,10*9/L,9444
14949,billion per liter,10*9/L,9444
6692,billion per liter,10*9/L,9444
7787,billion per liter,10*9/L,9444
4111,billion per liter,10*9/L,9444
2741,billion per liter,10*9/L,9444
1388,billion per liter,10*9/L,9444
12153,billion per liter,10*9/L,9444
14983,billion per liter,10*9/L,9444
10(9)/l,billion per liter,10*9/L,9444
10x9/l,billion per liter,10*9/L,9444
{bil/l},billion per liter,10*9/L,9444
1426,billion per liter,10*9/L,9444
14976,billion per liter,10*9/L,9444
6671,billion per liter,10*9/L,9444
7704,billion per liter,10*9/L,9444
6687,billion per liter,10*9/L,9444
13996,billion per liter,10*9/L,9444
17515,billion per liter,10*9/L,9444
15810,billion per liter,10*9/L,9444
14960,billion per liter,10*9/L,9444
15300,billion per liter,10*9/L,9444
14953,billion per liter,10*9/L,9444
433,billion per liter,10*9/L,9444
79,billion per liter,10*9/L,9444
14907,billion per liter,10*9/L,9444
14835,billion per liter,10*9/L,9444
15113,billion per liter,10*9/L,9444
2756,billion per liter,10*9/L,9444
14966,billion per liter,10*9/L,9444
2803,billion per liter,10*9/L,9444
14863,billion per liter,10*9/L,9444
13970,billion per liter,10*9/L,9444
17333,billion per liter,10*9/L,9444
9833,billion per liter,10*9/L,9444
6218,billion per liter,10*9/L,9444
15112,billion per liter,10*9/L,9444
14857,billion per liter,10*9/L,9444
13982,billion per liter,10*9/L,9444
14987,billion per liter,10*9/L,9444
x10^9,billion per liter,10*9/L,9444
14927,billion per liter,10*9/L,9444
4721,billion per liter,10*9/L,9444
13600,billion per liter,10*9/L,9444
13248,billion per liter,10*9/L,9444
933,billion per liter,10*9/L,9444
13251,billion per liter,10*9/L,9444
15044,billion per liter,10*9/L,9444
6688,billion per liter,10*9/L,9444
10*9l,billion per liter,10*9/L,9444
14932,billion per liter,10*9/L,9444
1090,billion per liter,10*9/L,9444
7942,billion per liter,10*9/L,9444
14895,billion per liter,10*9/L,9444
15109,billion per liter,10*9/L,9444
2504,billion per liter,10*9/L,9444
6697,billion per liter,10*9/L,9444
6673,billion per liter,10*9/L,9444
15250,billion per liter,10*9/L,9444
15019,billion per liter,10*9/L,9444
19193,billion per liter,10*9/L,9444
20578,billion per liter,10*9/L,9444
x10e9l,billion per liter,10*9/L,9444
14830,billion per liter,10*9/L,9444
14965,billion per liter,10*9/L,9444
14915,billion per liter,10*9/L,9444
14850,billion per liter,10*9/L,9444
17405,billion per liter,10*9/L,9444
15029,billion per liter,10*9/L,9444
15032,billion per liter,10*9/L,9444
15017,billion per liter,10*9/L,9444
18948,billion per liter,10*9/L,9444
3761,billion per liter,10*9/L,9444
15983,billion per liter,10*9/L,9444
18824,billion per liter,10*9/L,9444
x10e+09.l,billion per liter,10*9/L,9444
14992,billion per liter,10*9/L,9444
13988,billion per liter,10*9/L,9444
3158,billion per liter,10*9/L,9444
15982,billion per liter,10*9/L,9444
14958,billion per liter,10*9/L,9444
15061,billion per liter,10*9/L,9444
15057,billion per liter,10*9/L,9444
14923,billion per liter,10*9/L,9444
15092,billion per liter,10*9/L,9444
4107,billion per liter,10*9/L,9444
14943,billion per liter,10*9/L,9444
11216,billion per liter,10*9/L,9444
19912,billion per liter,10*9/L,9444
13599,billion per liter,10*9/L,9444
1034,billion per liter,10*9/L,9444
3190,billion per liter,10*9/L,9444
14916,billion per liter,10*9/L,9444
14924,billion per liter,10*9/L,9444
15075,billion per liter,10*9/L,9444
15098,billion per liter,10*9/L,9444
14991,billion per liter,10*9/L,9444
15011,billion per liter,10*9/L,9444
4137,billion per liter,10*9/L,9444
14854,billion per liter,10*9/L,9444
15118,billion per liter,10*9/L,9444
14847,billion per liter,10*9/L,9444
14977,billion per liter,10*9/L,9444
15056,billion per liter,10*9/L,9444
14912,billion per liter,10*9/L,9444
17343,billion per liter,10*9/L,9444
14989,billion per liter,10*9/L,9444
14955,billion per liter,10*9/L,9444
4108,billion per liter,10*9/L,9444
15016,billion per liter,10*9/L,9444
15299,billion per liter,10*9/L,9444
10^9l,billion per liter,10*9/L,9444
14999,billion per liter,10*9/L,9444
17830,billion per liter,10*9/L,9444
15042,billion per liter,10*9/L,9444
3740,billion per liter,10*9/L,9444
15077,billion per liter,10*9/L,9444
4106,billion per liter,10*9/L,9444
15363,billion per liter,10*9/L,9444
307,billion per liter,10*9/L,9444
15021,billion per liter,10*9/L,9444
18823,billion per liter,10*9/L,9444
7324,billion per liter,10*9/L,9444
20939,billion per liter,10*9/L,9444
17798,billion per liter,10*9/L,9444
x10e+-09/l,billion per liter,10*9/L,9444
15020,billion per liter,10*9/L,9444
14900,billion per liter,10*9/L,9444
{bill/l},billion per liter,10*9/L,9444
14942,billion per liter,10*9/L,9444
6683,billion per liter,10*9/L,9444
15119,billion per liter,10*9/L,9444
6704,billion per liter,10*9/L,9444
14843,billion per liter,10*9/L,9444
14878,billion per liter,10*9/L,9444
6,billion per liter,10*9/L,9444
13981,billion per liter,10*9/L,9444
14888,billion per liter,10*9/L,9444
1133,billion per liter,10*9/L,9444
7703,billion per liter,10*9/L,9444
6696,billion per liter,10*9/L,9444
3215,billion per liter,10*9/L,9444
13980,billion per liter,10*9/L,9444
15102,billion per liter,10*9/L,9444
4125,billion per liter,10*9/L,9444
14825,billion per liter,10*9/L,9444
14969,billion per liter,10*9/L,9444
14899,billion per liter,10*9/L,9444
13986,billion per liter,10*9/L,9444
15122,billion per liter,10*9/L,9444
20099,billion per liter,10*9/L,9444
17059,billion per liter,10*9/L,9444
17362,billion per liter,10*9/L,9444
20254,billion per liter,10*9/L,9444
3739,billion per liter,10*9/L,9444
20156,billion per liter,10*9/L,9444
14887,billion per liter,10*9/L,9444
x109/l,billion per liter,10*9/L,9444
14906,billion per liter,10*9/L,9444
2503,billion per liter,10*9/L,9444
14985,billion per liter,10*9/L,9444
14937,billion per liter,10*9/L,9444
335,billion per liter,10*9/L,9444
14865,billion per liter,10*9/L,9444
10*9/1,billion per liter,10*9/L,9444
14994,billion per liter,10*9/L,9444
3771,billion per liter,10*9/L,9444
15055,billion per liter,10*9/L,9444
3748,billion per liter,10*9/L,9444
x10e+9l,billion per liter,10*9/L,9444
14996,billion per liter,10*9/L,9444
14995,billion per liter,10*9/L,9444
15046,billion per liter,10*9/L,9444
15096,billion per liter,10*9/L,9444
13990,billion per liter,10*9/L,9444
7702,billion per liter,10*9/L,9444
14866,billion per liter,10*9/L,9444
20766,billion per liter,10*9/L,9444
15101,billion per liter,10*9/L,9444
8872,billion per liter,10*9/L,9444
1243,billion per liter,10*9/L,9444
14851,billion per liter,10*9/L,9444
14864,billion per liter,10*9/L,9444
8871,billion per liter,10*9/L,9444
14658,billion per liter,10*9/L,9444
10_x_9_cells/l,billion per liter,10*9/L,9444
x10 (9)/l,billion per liter,10*9/L,9444
9838,billion per liter,10*9/L,9444
15027,billion per liter,10*9/L,9444
6223,billion per liter,10*9/L,9444
15076,billion per liter,10*9/L,9444
21056,billion per liter,10*9/L,9444
14891,billion per liter,10*9/L,9444
6706,billion per liter,10*9/L,9444
15623,billion per liter,10*9/L,9444
17831,billion per liter,10*9/L,9444
14881,billion per liter,10*9/L,9444
69,billion per liter,10*9/L,9444
1681,billion per liter,10*9/L,9444
10058,billion per liter,10*9/L,9444
14959,billion per liter,10*9/L,9444
10059,billion per liter,10*9/L,9444
13993,billion per liter,10*9/L,9444
14882,billion per liter,10*9/L,9444
3764,billion per liter,10*9/L,9444
14941,billion per liter,10*9/L,9444
15045,billion per liter,10*9/L,9444
321,billion per liter,10*9/L,9444
14880,billion per liter,10*9/L,9444
14856,billion per liter,10*9/L,9444
14894,billion per liter,10*9/L,9444
15050,billion per liter,10*9/L,9444
714,billion per liter,10*9/L,9444
x10e+09/l\,billion per liter,10*9/L,9444
7322,billion per liter,10*9/L,9444
17566,billion per liter,10*9/L,9444
6226,billion per liter,10*9/L,9444
15035,billion per liter,10*9/L,9444
14957,billion per liter,10*9/L,9444
14051,billion per liter,10*9/L,9444
20803,billion per liter,10*9/L,9444
15024,billion per liter,10*9/L,9444
6672,billion per liter,10*9/L,9444
3746,billion per liter,10*9/L,9444
15009,billion per liter,10*9/L,9444
14968,billion per liter,10*9/L,9444
14972,billion per liter,10*9/L,9444
14930,billion per liter,10*9/L,9444
15040,billion per liter,10*9/L,9444
15063,billion per liter,10*9/L,9444
9835,billion per liter,10*9/L,9444
14853,billion per liter,10*9/L,9444
15026,billion per liter,10*9/L,9444
3751,billion per liter,10*9/L,9444
9840,billion per liter,10*9/L,9444
15492,billion per liter,10*9/L,9444
6680,billion per liter,10*9/L,9444
15060,billion per liter,10*9/L,9444
392,billion per liter,10*9/L,9444
7321,billion per liter,10*9/L,9444
15125,billion per liter,10*9/L,9444
13973,billion per liter,10*9/L,9444
14831,billion per liter,10*9/L,9444
15071,billion per liter,10*9/L,9444
14838,billion per liter,10*9/L,9444
13971,billion per liter,10*9/L,9444
15006,billion per liter,10*9/L,9444
x10ee+09/l,billion per liter,10*9/L,9444
15005,billion per liter,10*9/L,9444
4720,billion per liter,10*9/L,9444
6677,billion per liter,10*9/L,9444
15053,billion per liter,10*9/L,9444
15087,billion per liter,10*9/L,9444
3745,billion per liter,10*9/L,9444
14870,billion per liter,10*9/L,9444
7769,billion per liter,10*9/L,9444
13977,billion per liter,10*9/L,9444
14921,billion per liter,10*9/L,9444
15051,billion per liter,10*9/L,9444
14947,billion per liter,10*9/L,9444
16812,billion per liter,10*9/L,9444
14869,billion per liter,10*9/L,9444
14858,billion per liter,10*9/L,9444
14914,billion per liter,10*9/L,9444
13969,billion per liter,10*9/L,9444
7949,billion per liter,10*9/L,9444
14909,billion per liter,10*9/L,9444
11225,billion per liter,10*9/L,9444
14872,billion per liter,10*9/L,9444
x10e+09/l,billion per liter,10*9/L,9444
6684,billion per liter,10*9/L,9444
15377,billion per liter,10*9/L,9444
14890,billion per liter,10*9/L,9444
7323,billion per liter,10*9/L,9444
14925,billion per liter,10*9/L,9444
21075,billion per liter,10*9/L,9444
15054,billion per liter,10*9/L,9444
x10^9 /l,billion per liter,10*9/L,9444
